month,platform,category,represented_sors,automated_detection_numerator,automated_detection_rate,fully_automated_decision_numerator,fully_automated_decision_rate,any_automated_decision_numerator,decision_with_any_automation_rate
2026-05,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,413,0,0.0,0,0.0,0,0.0
2026-05,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,778,0,0.0,0,0.0,0,0.0
2026-05,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,4083212,4058946,0.99405713,3765586,0.92221173,4000670,0.97978503
2026-05,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,2328343,2323114,0.9977542,2111,0.00090665,3890,0.00167072
2026-05,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,2293,2197,0.95813345,0,0.0,2141,0.9337113
2026-05,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,49864,49682,0.99635007,5401,0.10831462,5401,0.10831462
2026-05,YouTube,STATEMENT_CATEGORY_VIOLENCE,1626,1548,0.95202952,504,0.3099631,504,0.3099631
2026-05,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,11202,8806,0.78610962,0,0.0,8805,0.78602035
2026-05,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,92391,92387,0.99995671,0,0.0,92387,0.99995671
2026-05,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,824008,812501,0.98603533,569913,0.69163528,569913,0.69163528
2026-05,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,317385,310403,0.97800148,296094,0.93291743,296094,0.93291743
2026-05,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,37121,8439,0.22733763,8,0.00021551,24176,0.65127556
2026-05,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,110,2,0.01818182,0,0.0,0,0.0
2026-05,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,187,8,0.04278075,0,0.0,0,0.0
2026-05,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,58,0,0.0,0,0.0,0,0.0
2026-05,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,5746532,5433724,0.94556578,0,0.0,5433724,0.94556578
2026-05,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1756376,1727045,0.98330027,0,0.0,1727045,0.98330027
2026-05,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,12091,9221,0.76263336,0,0.0,9221,0.76263336
2026-05,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,3802,3792,0.99736981,0,0.0,3792,0.99736981
2026-05,Instagram,STATEMENT_CATEGORY_VIOLENCE,51725,42899,0.82936684,0,0.0,42899,0.82936684
2026-05,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,284081,283314,0.99730007,0,0.0,283314,0.99730007
2026-05,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,129131,116507,0.90223881,0,0.0,116507,0.90223881
2026-05,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,14383,8533,0.59326983,0,0.0,8533,0.59326983
2026-05,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,36150,20559,0.56871369,0,0.0,20559,0.56871369
2026-05,Instagram,STATEMENT_CATEGORY_SELF_HARM,15893,12733,0.80117033,0,0.0,12733,0.80117033
2026-05,Instagram,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,63079,55301,0.8766943,0,0.0,55301,0.8766943
2026-05,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,6761,1162,0.17186807,0,0.0,1162,0.17186807
